Label	Predicted	Score
Trouser	Trouser	0.999869
Pullover	Pullover	0.99940336
Shirt	Shirt	0.86691487
Coat	Coat	0.98216647
Pullover	Pullover	0.7197937
Sandal	Sandal	0.5158903
Dress	Dress	0.99981314
Dress	Dress	0.9995931
Sandal	Sandal	0.9995528
Dress	Dress	0.95816004
Sandal	Sandal	0.9999962
Bag	Bag	0.9999999
Dress	Dress	0.9989568
Ankle boot	Ankle boot	0.9998479
Sneaker	Sneaker	0.99982625
Dress	Dress	0.9963108
T-shirt/top	T-shirt/top	0.99941087
T-shirt/top	Shirt	0.33700928
Trouser	Trouser	0.9999999
T-shirt/top	T-shirt/top	0.965836
Trouser	Trouser	0.99999845
T-shirt/top	T-shirt/top	0.99871135
Sneaker	Sneaker	0.9922701
Sneaker	Sneaker	0.9995782
Coat	Coat	0.6044278
Bag	Bag	0.9999994
Ankle boot	Ankle boot	0.9999759
T-shirt/top	T-shirt/top	0.931568
Trouser	Trouser	1.0
Sandal	Sandal	0.99998534
Coat	Coat	0.98128927
Ankle boot	Ankle boot	0.99964845
Coat	Coat	0.6142139
Sneaker	Sneaker	0.9959805
Ankle boot	Ankle boot	0.999736
Ankle boot	Ankle boot	0.9997192
Sneaker	Ankle boot	0.96981287
T-shirt/top	T-shirt/top	0.9621922
Trouser	Trouser	1.0
T-shirt/top	T-shirt/top	0.9885925
Ankle boot	Ankle boot	0.99997544
Ankle boot	Ankle boot	0.9995603
Sandal	Sandal	0.9999974
Trouser	Trouser	1.0
Sneaker	Sneaker	0.99968624
Pullover	Pullover	0.9938836
Ankle boot	Ankle boot	0.9999764
Trouser	Dress	0.8998464
Sandal	Sandal	0.9997973
Shirt	Shirt	0.977126
Bag	Bag	0.9999968
Trouser	Trouser	0.9999999
Sneaker	Sneaker	0.9887216
Dress	Dress	0.6829336
T-shirt/top	Dress	0.9622742
Bag	Bag	0.99999976
Coat	Pullover	0.9398872
Sneaker	Sneaker	0.99935263
T-shirt/top	Bag	0.9957165
Bag	Bag	0.9999987
Ankle boot	Ankle boot	0.9999813
Bag	Bag	0.9984854
Bag	Bag	0.99999976
Coat	Coat	0.99067175
Sandal	Sandal	0.99993575
Shirt	Shirt	0.8868845
Coat	Coat	0.97127736
Sandal	Sandal	0.9999893
Ankle boot	Ankle boot	0.99993443
T-shirt/top	Shirt	0.7370279
T-shirt/top	T-shirt/top	0.9677
Sandal	Sandal	0.99999905
Dress	Coat	0.6571452
Sneaker	Sneaker	0.8697712
Sneaker	Sneaker	0.9856076
Coat	Coat	0.99767464
Coat	Coat	0.98774534
Sneaker	Sneaker	0.9439215
Coat	Coat	0.9938474
Sandal	Sandal	0.9999348
Bag	Bag	0.99977404
Dress	Dress	0.99856013
Sneaker	Sneaker	0.9997104
Pullover	Pullover	0.9973218
Sneaker	Sneaker	0.99984884
Dress	Dress	0.9735641
Bag	Bag	0.99998665
Bag	Bag	0.9999757
Bag	Bag	0.9938101
Sneaker	Sneaker	0.99555653
Bag	Bag	0.99992967
Shirt	Shirt	0.6959255
T-shirt/top	T-shirt/top	0.92593396
Sandal	Sandal	0.99998784
Sneaker	Sneaker	0.9967822
Ankle boot	Ankle boot	0.99691015
Bag	Bag	0.9999137
Sandal	Sandal	0.99995804
Shirt	Coat	0.37646127
T-shirt/top	T-shirt/top	0.996123
Shirt	Shirt	0.96361345
Coat	Pullover	0.58449674
Coat	Coat	0.9643894
Pullover	Pullover	0.9995628
Bag	Bag	0.9999987
Ankle boot	Ankle boot	0.9999738
Ankle boot	Ankle boot	0.99999607
Trouser	Trouser	0.9999999
Ankle boot	Ankle boot	0.999913
Sandal	Sandal	0.999995
Bag	Bag	0.99999857
Coat	Coat	0.9490359
Coat	Coat	0.99040514
Bag	Bag	0.9993869
Coat	Coat	0.98702615
Bag	Bag	0.99994767
Sneaker	Sneaker	0.9737161
Coat	Coat	0.901539
Bag	Bag	0.99999416
Dress	Dress	0.9969663
T-shirt/top	T-shirt/top	0.99921167
Sneaker	Sneaker	0.9991573
Bag	Bag	0.9999999
Bag	Bag	0.8552793
Dress	Dress	0.9664746
Ankle boot	Ankle boot	0.9997557
Ankle boot	Ankle boot	0.9999807
Sandal	Sandal	0.9999895
Ankle boot	Ankle boot	0.99999
Pullover	Pullover	0.9997433
Shirt	Coat	0.9069044
Ankle boot	Ankle boot	0.9962979
Sneaker	Sneaker	0.99003017
Sandal	Sandal	0.9919092
Sneaker	Sneaker	0.9124171
Coat	Pullover	0.64458156
Ankle boot	Ankle boot	0.9747512
Ankle boot	Ankle boot	0.9997465
Pullover	Pullover	0.99609935
Dress	Dress	0.99876475
Ankle boot	Ankle boot	0.99995625
Sandal	Sandal	0.9999945
Dress	Dress	0.98923254
Sandal	Sandal	0.97257894
Shirt	T-shirt/top	0.46046203
Trouser	Trouser	0.99999845
Pullover	Pullover	0.90062815
Ankle boot	Ankle boot	0.99999523
Trouser	Trouser	0.9999964
Coat	Shirt	0.51276374
Bag	Bag	0.9999999
Sandal	Sandal	0.9999999
Trouser	Trouser	0.9999994
Sneaker	Sneaker	0.999215
Ankle boot	Ankle boot	0.9999254
T-shirt/top	Shirt	0.8567501
Dress	Dress	0.8422867
Dress	Dress	0.7964189
Shirt	Shirt	0.5415438
Ankle boot	Ankle boot	0.9999851
T-shirt/top	T-shirt/top	0.87812394
Coat	Pullover	0.94492507
Shirt	Shirt	0.9185355
T-shirt/top	T-shirt/top	0.9816368
T-shirt/top	T-shirt/top	0.9971296
Pullover	Pullover	0.9950323
Ankle boot	Ankle boot	0.99999464
Sneaker	Sneaker	0.9784137
Trouser	Trouser	0.99999547
Ankle boot	Ankle boot	0.9996569
Bag	Bag	0.99979204
Sandal	Sandal	0.9952301
Shirt	Shirt	0.89772123
Bag	Bag	0.9999995
Sandal	Sandal	0.9985049
Ankle boot	Ankle boot	0.99189806
Sandal	Sandal	0.99951625
Pullover	Pullover	0.9933297
Coat	Coat	0.9974375
Pullover	Pullover	0.8735288
Sandal	Sandal	0.9998312
Pullover	Pullover	0.9940759
Pullover	Pullover	0.98221374
Sandal	Sandal	0.99998724
Coat	Coat	0.92252594
Pullover	Pullover	0.9987332
Sneaker	Sneaker	0.99897826
Trouser	Trouser	0.9999994
Pullover	Pullover	0.46215516
Shirt	Shirt	0.64073837
Bag	Shirt	0.6616017
Pullover	Pullover	0.44039255
Sandal	Sandal	0.9999404
Shirt	Shirt	0.96165305
Pullover	Coat	0.8303672
Shirt	Shirt	0.9660342
Ankle boot	Ankle boot	0.9044396
Sandal	Sandal	0.99890447
Sandal	Sandal	0.9999945
Trouser	Trouser	0.9999995
Sandal	Sandal	0.9930038
Pullover	Pullover	0.99953675
Coat	Coat	0.9855553
Coat	Coat	0.9971813
Pullover	Pullover	0.9946274
Coat	Coat	0.96264106
Trouser	Trouser	1.0
Ankle boot	Ankle boot	0.99998856
Dress	Dress	0.5509516
Sneaker	Sneaker	0.99868494
Pullover	Pullover	0.98067826
Sneaker	Sneaker	0.9974252
Coat	Coat	0.45494968
Pullover	Pullover	0.99843115
Ankle boot	Ankle boot	0.9999821
Sneaker	Sneaker	0.9956071
Coat	Coat	0.98881835
Shirt	Coat	0.8080469
Shirt	Shirt	0.81336004
Trouser	Trouser	0.99999774
Sneaker	Sneaker	0.9988979
Trouser	Trouser	1.0
Coat	Coat	0.9094611
Sneaker	Sneaker	0.99812895
Shirt	T-shirt/top	0.7352
Trouser	Trouser	0.9996816
Sneaker	Sneaker	0.9892525
Dress	Dress	0.9994962
T-shirt/top	T-shirt/top	0.99592125
Dress	Dress	0.9944094
Shirt	Coat	0.24948087
Coat	Shirt	0.46214107
Ankle boot	Bag	0.7740892
T-shirt/top	T-shirt/top	0.99981314
Coat	Coat	0.9475609
Trouser	Trouser	0.99999535
Sneaker	Sneaker	0.99970573
Ankle boot	Ankle boot	0.9979354
T-shirt/top	T-shirt/top	0.83429116
Pullover	Pullover	0.99586296
Sneaker	Ankle boot	0.9882351
Shirt	Pullover	0.9891679
Shirt	T-shirt/top	0.88370264
Sneaker	Sneaker	0.99826187
Trouser	Trouser	1.0
Ankle boot	Ankle boot	0.9678752
Sandal	Sandal	0.99999976
Pullover	Pullover	0.99581605
Ankle boot	Ankle boot	0.99996674
Bag	Bag	0.99998605
Shirt	Pullover	0.72519606
Coat	Coat	0.98975617
T-shirt/top	T-shirt/top	0.98278505
Trouser	Dress	0.5574395
Dress	Dress	0.8245235
Pullover	Pullover	0.99927145
Pullover	Pullover	0.9512633
Bag	Bag	0.99999917
Trouser	Trouser	0.99993515
T-shirt/top	T-shirt/top	0.9989513
Bag	Bag	0.99999917
Trouser	Trouser	0.9999974
Bag	Bag	0.99999976
Trouser	Trouser	0.9998462
T-shirt/top	T-shirt/top	0.9981901
Trouser	Trouser	0.9999958
Coat	Pullover	0.6487352
Sneaker	Sneaker	0.9985575
Dress	Dress	0.58036447
Sneaker	Sneaker	0.97388184
Sneaker	Sneaker	0.9902705
Dress	Dress	0.9867922
Dress	Dress	0.55424964
Ankle boot	Ankle boot	0.9999981
Ankle boot	Ankle boot	0.9999926
T-shirt/top	T-shirt/top	0.9979728
Bag	Bag	0.99982834
Pullover	Pullover	0.99320555
Sandal	Sandal	0.999987
Bag	Bag	0.999967
Ankle boot	Ankle boot	0.9999994
Sandal	Sandal	0.971527
Dress	Dress	0.71721023
Sandal	Sandal	0.9935853
Coat	Coat	0.96316093
Trouser	Trouser	0.9999951
Shirt	T-shirt/top	0.96105444
Ankle boot	Sandal	0.59307736
Pullover	Pullover	0.9815553
Shirt	Dress	0.68076515
Pullover	Pullover	0.9991447
Shirt	Shirt	0.8690126
Trouser	Trouser	0.9999999
Bag	Bag	0.99999964
Trouser	Trouser	0.99999154
Dress	Dress	0.91853416
Dress	Coat	0.58000714
T-shirt/top	T-shirt/top	0.8797288
Pullover	Pullover	0.9996032
Trouser	Trouser	0.9999995
Sneaker	Sneaker	0.743525
T-shirt/top	T-shirt/top	0.94121206
Sandal	Sandal	0.99860257
Coat	Coat	0.62329507
Sandal	Sandal	0.9999945
Dress	Dress	0.9959117
Shirt	Shirt	0.97554225
Pullover	Pullover	0.85922074
Trouser	Trouser	1.0
Shirt	Pullover	0.86664677
T-shirt/top	T-shirt/top	0.99369353
Sneaker	Sneaker	0.9999343
Dress	Pullover	0.39786205
Shirt	Shirt	0.9687769
Shirt	Pullover	0.9686161
Dress	Dress	0.9993998
Shirt	Coat	0.5129601
Trouser	Dress	0.6798395
Sandal	Sandal	0.9986357
Pullover	Pullover	0.99831045
Ankle boot	Ankle boot	0.9999622
T-shirt/top	T-shirt/top	0.5287388
Bag	Bag	0.9999591
T-shirt/top	T-shirt/top	0.99967325
Coat	Coat	0.8029513
Coat	Coat	0.8456986
T-shirt/top	T-shirt/top	0.8402474
Trouser	Trouser	0.9999988
Sneaker	Sneaker	0.94812363
Sandal	Sandal	0.999998
Dress	Pullover	0.697317
Dress	Dress	0.9973865
Dress	Dress	0.97932124
Pullover	Pullover	0.9928489
T-shirt/top	T-shirt/top	0.975464
Dress	Dress	0.99992025
Sandal	Sandal	0.99988353
Pullover	Pullover	0.99464947
Shirt	Shirt	0.97611403
Pullover	Pullover	0.9989569
Sandal	Sandal	1.0
Trouser	Trouser	0.9999974
Coat	Coat	0.98386467
Shirt	Shirt	0.47098243
Pullover	Pullover	0.9897593
Trouser	Trouser	0.9999995
Ankle boot	Ankle boot	0.99989426
Dress	Dress	0.9087833
Coat	Coat	0.85363257
Shirt	Shirt	0.9306612
Ankle boot	Ankle boot	0.9995864
Sandal	Sandal	0.99963725
Bag	Bag	0.99999094
T-shirt/top	T-shirt/top	0.97760916
Shirt	Shirt	0.9903348
Dress	Dress	0.9996673
Shirt	Shirt	0.93237835
T-shirt/top	T-shirt/top	0.9989281
Bag	Bag	1.0
Trouser	Trouser	1.0
Pullover	Pullover	0.99969125
Dress	Dress	0.9890121
Dress	Dress	0.99973136
Trouser	Trouser	0.9999999
Sandal	Sandal	0.9999615
Sandal	Sandal	0.9999987
Dress	Dress	0.90943843
Pullover	Pullover	0.9984633
Shirt	Pullover	0.7945193
Sneaker	Sneaker	0.9993611
Trouser	Trouser	1.0
Dress	Dress	0.99529076
Pullover	Pullover	0.9764717
Dress	Dress	0.946594
Shirt	T-shirt/top	0.94463944
Trouser	Shirt	0.41533512
Pullover	Pullover	0.9990175
Pullover	Pullover	0.99817264
Bag	Bag	0.9999999
T-shirt/top	T-shirt/top	0.9911457
Bag	Bag	0.99999976
Coat	Pullover	0.9485045
Sneaker	Sneaker	0.9989685
T-shirt/top	T-shirt/top	0.9722536
Dress	Dress	0.98779047
Trouser	Trouser	0.99999905
Dress	Dress	0.9568287
Bag	Bag	0.99999976
Dress	Dress	0.99871254
Coat	Coat	0.55985206
Trouser	Trouser	0.9999999
Pullover	Pullover	0.95478755
T-shirt/top	Shirt	0.98300594
Dress	Dress	0.80095845
Shirt	T-shirt/top	0.49616194
Sneaker	Sneaker	0.993483
Sneaker	Sneaker	0.9890633
Bag	Bag	0.99999845
Dress	Dress	0.9961378
Shirt	Shirt	0.8494903
Ankle boot	Ankle boot	0.99994373
Sandal	Sandal	0.9999852
Shirt	Shirt	0.97504956
Shirt	Shirt	0.6500828
Ankle boot	Ankle boot	0.9999939
Sandal	Sandal	0.9674434
Coat	Pullover	0.79142416
Dress	Dress	0.98806864
Bag	Bag	1.0
Sandal	Sandal	0.96327275
Dress	Dress	0.99982244
Bag	Bag	0.9991179
Dress	Dress	0.9995421
Sneaker	Sneaker	0.98566103
Ankle boot	Ankle boot	0.9999814
Shirt	T-shirt/top	0.9369142
Pullover	Pullover	0.9998418
Sandal	Sandal	1.0
Trouser	Trouser	0.9999989
T-shirt/top	T-shirt/top	0.99589336
Sandal	Sandal	0.9999881
Pullover	Shirt	0.5237624
Dress	Dress	0.99900997
Sandal	Sandal	0.82417095
Sneaker	Sneaker	0.9992623
Ankle boot	Ankle boot	0.9999709
Shirt	Shirt	0.988347
T-shirt/top	T-shirt/top	0.97639036
Sneaker	Sneaker	0.9821716
Trouser	Trouser	0.9999999
Pullover	Pullover	0.8770611
T-shirt/top	T-shirt/top	0.99994457
Bag	Bag	0.99999845
Pullover	Pullover	0.6195472
Pullover	Pullover	0.9900857
Pullover	Pullover	0.97752166
Sneaker	Ankle boot	0.5866683
Bag	Bag	0.9945873
T-shirt/top	Pullover	0.54683554
Pullover	Pullover	0.9336762
Coat	Coat	0.9974069
Coat	Shirt	0.39987108
Ankle boot	Ankle boot	0.99999344
Sneaker	Sneaker	0.55996007
Dress	Dress	0.99611497
Pullover	Pullover	0.9440684
Sandal	Sandal	0.99999297
Coat	Coat	0.96725845
Sandal	Sandal	0.99994993
Trouser	Trouser	0.9999964
Ankle boot	Ankle boot	0.99997103
Sandal	Sandal	0.9999999
T-shirt/top	T-shirt/top	0.99989796
Sandal	Sandal	0.9999994
Pullover	Pullover	0.9219267
Coat	Coat	0.6741476
Trouser	Trouser	1.0
Sneaker	Ankle boot	0.57021874
Ankle boot	Ankle boot	0.9999598
T-shirt/top	T-shirt/top	0.9717808
Dress	Dress	0.9152455
Dress	Dress	0.9986657
Coat	Coat	0.8826075
Ankle boot	Ankle boot	0.9999931
Trouser	Trouser	0.9999994
T-shirt/top	T-shirt/top	0.78363323
Trouser	Trouser	0.99734086
Ankle boot	Ankle boot	0.99997914
Sandal	Sandal	0.99999833
Shirt	Shirt	0.97753376
Bag	Bag	0.9999951
Pullover	Pullover	0.9992279
Pullover	Pullover	0.99813265
Trouser	Trouser	0.99999785
Coat	Coat	0.9185565
T-shirt/top	T-shirt/top	0.9998104
Shirt	Shirt	0.9594033
Sneaker	Sneaker	0.8626872
Ankle boot	Ankle boot	0.99987507
T-shirt/top	T-shirt/top	0.98411536
Trouser	Trouser	0.9943243
Trouser	Trouser	0.9988844
Coat	Coat	0.99151003
Dress	Dress	0.96459854
Shirt	T-shirt/top	0.50478184
Ankle boot	Ankle boot	0.999987
Bag	Bag	0.99999774
Trouser	Trouser	1.0
Dress	Dress	0.999582
Sneaker	Sneaker	0.8459723
Dress	Dress	0.9984432
Ankle boot	Ankle boot	0.9923963
Ankle boot	Ankle boot	0.99974924
Sandal	Sandal	0.9986677
Coat	Coat	0.97908896
Pullover	Pullover	0.9945797
Dress	Dress	0.9994597
Shirt	Shirt	0.79162663
Bag	Bag	0.9999745
Bag	Bag	0.99612916
Sandal	Sandal	0.99996495
Sandal	Sandal	0.99999285
Trouser	Trouser	1.0
Bag	Bag	0.9999466
Bag	Bag	0.99999714
Sandal	Sandal	0.9999316
Sneaker	Sneaker	0.93066484
Ankle boot	Ankle boot	0.9999552
Ankle boot	Ankle boot	0.9999033
Dress	Dress	0.9962388
Coat	Coat	0.9942385
Coat	Coat	0.82827675
Pullover	Pullover	0.99597365
Sneaker	Sneaker	0.9281446
Ankle boot	Ankle boot	0.99999404
Shirt	Coat	0.60931677
Shirt	Pullover	0.628736
Sneaker	Sneaker	0.6949745
Sandal	Sandal	0.9990571
Coat	Coat	0.9952909
Sneaker	Sneaker	0.99963295
Shirt	Pullover	0.4985891
Trouser	Trouser	0.99999976
Coat	Pullover	0.99242675
Pullover	Pullover	0.9657363
Pullover	Pullover	0.99990857
Shirt	T-shirt/top	0.9895704
Ankle boot	Ankle boot	0.9991586
T-shirt/top	T-shirt/top	0.9948531
T-shirt/top	T-shirt/top	0.8929399
Sandal	Sandal	0.9999981
Trouser	Trouser	1.0
Trouser	Trouser	0.99999917
Sneaker	Sneaker	0.9905462
Bag	Bag	0.99998844
Dress	Dress	0.9966599
Shirt	Shirt	0.90246975
Shirt	Shirt	0.96762407
Pullover	Pullover	0.9888965
T-shirt/top	T-shirt/top	0.9984034
Pullover	T-shirt/top	0.59146816
Coat	Coat	0.97826034
Ankle boot	Ankle boot	0.9902846
Sandal	Sandal	0.999785
Pullover	Pullover	0.96290356
Coat	Pullover	0.6445765
Shirt	Pullover	0.9005097
Coat	Coat	0.75984865
Shirt	Shirt	0.62419534
Trouser	Trouser	0.9999995
Sandal	Sandal	0.99999976
Pullover	Pullover	0.98254114
Sneaker	Sneaker	0.9637668
Bag	Bag	0.9999709
Shirt	Shirt	0.8768618
Sneaker	Sneaker	0.99621516
Sneaker	Sneaker	0.9931853
T-shirt/top	T-shirt/top	0.9993173
Bag	Bag	0.999995
Coat	Coat	0.825172
Dress	Dress	0.46435678
Shirt	Shirt	0.97918004
Ankle boot	Ankle boot	0.9999685
Trouser	Trouser	0.99999833
Pullover	Pullover	0.99653375
Trouser	Trouser	0.9999999
Sneaker	Sneaker	0.9748648
Coat	Coat	0.99864787
Dress	Dress	0.99711907
Coat	Coat	0.9650558
Ankle boot	Ankle boot	0.9999702
Ankle boot	Ankle boot	0.99998283
Pullover	Pullover	0.844338
Pullover	Pullover	0.995691
Coat	Coat	0.9986131
Dress	Dress	0.95582765
T-shirt/top	T-shirt/top	0.6046405
Sandal	Sandal	0.9999913
Sneaker	Sneaker	0.991703
Sandal	Sandal	0.99999976
Pullover	Pullover	0.97330236
Sneaker	Sneaker	0.9914004
Bag	Bag	0.9999815
Ankle boot	Ankle boot	0.9999895
Ankle boot	Ankle boot	0.9997514
Pullover	Pullover	0.9713596
Sneaker	Sneaker	0.9915809
Bag	Bag	0.98568326
Sneaker	Sneaker	0.99093413
Sneaker	Sneaker	0.87797695
Sandal	Sandal	0.99750865
Bag	Bag	0.99998045
Sneaker	Sneaker	0.9975484
Shirt	Shirt	0.9631061
Shirt	Coat	0.7300883
Ankle boot	Ankle boot	0.99974877
T-shirt/top	T-shirt/top	0.99444515
Trouser	Trouser	0.9999999
Bag	Bag	1.0
Sneaker	Sneaker	0.9980259
Sandal	Sandal	0.999995
Coat	Coat	0.9470094
Sandal	Sandal	0.9999969
Dress	Dress	0.901294
Sneaker	Sneaker	0.9994549
Shirt	Coat	0.89834374
Shirt	Shirt	0.99330336
Sandal	Sandal	0.9999906
Sandal	Sandal	0.99994195
Shirt	Shirt	0.92033875
Ankle boot	Ankle boot	0.98995423
Ankle boot	Ankle boot	0.999966
Trouser	Trouser	0.9999176
Ankle boot	Ankle boot	0.9999958
Sandal	Sandal	0.9999683
Ankle boot	Ankle boot	0.9999722
Coat	Coat	0.9910313
Coat	Coat	0.98234785
Trouser	Trouser	0.9999999
Sandal	Sandal	0.73215705
Bag	Bag	0.9999987
Dress	Dress	0.99448556
Sandal	Sandal	0.99998593
Trouser	Trouser	0.99999964
Bag	Bag	0.9971252
Shirt	Shirt	0.9930997
Sandal	Sandal	0.99996674
T-shirt/top	Bag	0.643134
Pullover	Pullover	0.99906915
Dress	Dress	0.99731344
Sneaker	Sneaker	0.95626813
Trouser	Trouser	0.9999995
Trouser	Trouser	0.9999993
Trouser	Trouser	0.9999999
Bag	Bag	0.9999603
Sneaker	Sneaker	0.99211895
Sandal	Sandal	0.99987626
Shirt	Coat	0.5678487
Dress	Dress	0.3593095
Coat	Coat	0.9881634
Sneaker	Sneaker	0.9964483
T-shirt/top	T-shirt/top	0.99543613
T-shirt/top	T-shirt/top	0.98767406
Sandal	Sandal	0.9999999
Dress	Dress	0.97959924
Coat	Coat	0.99920756
Bag	Bag	0.99999964
Shirt	Shirt	0.67712057
Sandal	Sandal	0.9899372
Pullover	Pullover	0.9310521
Sneaker	Sneaker	0.9915446
Dress	Dress	0.732692
Pullover	Pullover	0.9998648
Dress	Dress	0.99891317
Pullover	Pullover	0.9440714
Sneaker	Sneaker	0.9997775
Bag	Bag	0.99999917
T-shirt/top	T-shirt/top	0.99956936
Ankle boot	Sneaker	0.8897313
T-shirt/top	T-shirt/top	0.71497315
Ankle boot	Ankle boot	0.9999075
Sandal	Sandal	0.9999864
Bag	Bag	0.99999857
T-shirt/top	T-shirt/top	0.99980336
Sneaker	Sneaker	0.99934536
Dress	Dress	0.98241293
Ankle boot	Sandal	0.9649707
T-shirt/top	T-shirt/top	0.96522695
Ankle boot	Ankle boot	0.9999907
Sneaker	Sneaker	0.98896337
Dress	Dress	0.98071164
T-shirt/top	T-shirt/top	0.999483
Shirt	Shirt	0.7964669
Sandal	Sandal	0.9999869
Sneaker	Sneaker	0.99584335
Bag	Bag	0.9999335
Pullover	Pullover	0.9422258
Dress	Dress	0.9986382
Trouser	Trouser	0.9999999
Ankle boot	Ankle boot	0.9999622
T-shirt/top	T-shirt/top	0.9999845
Pullover	Pullover	0.99931383
Ankle boot	Ankle boot	0.99993324
Trouser	Trouser	1.0
Dress	Dress	0.86882305
Coat	Coat	0.99933654
T-shirt/top	Bag	0.4517022
Dress	Dress	0.7074763
T-shirt/top	T-shirt/top	0.82168704
Shirt	Shirt	0.95147413
Pullover	Pullover	0.9993901
Dress	Dress	0.5042683
Bag	Bag	0.9999585
Shirt	Shirt	0.9944939
Pullover	Coat	0.90607995
Ankle boot	Ankle boot	0.9999633
Sandal	Sandal	0.99999964
Shirt	T-shirt/top	0.5003037
Trouser	Trouser	1.0
Bag	Bag	0.9999994
Pullover	Pullover	0.99597174
Coat	Coat	0.61411846
Trouser	Trouser	0.9997675
Shirt	Shirt	0.8783008
Pullover	Pullover	0.9924851
Ankle boot	Ankle boot	0.9999287
Coat	Coat	0.9438708
Shirt	Dress	0.88773113
Sneaker	Sneaker	0.99717987
Ankle boot	Ankle boot	0.9997029
Shirt	Shirt	0.7869623
Dress	Dress	0.99981326
Sandal	Sandal	0.9999943
Coat	Coat	0.9995863
Sandal	Sandal	0.9999745
Ankle boot	Ankle boot	0.999974
Bag	Bag	0.9994338
Sandal	Sandal	0.9261095
Dress	Dress	0.9994771
T-shirt/top	T-shirt/top	0.9997166
Trouser	Trouser	0.9999609
Pullover	Pullover	0.99609023
Shirt	Shirt	0.5017823
Coat	Coat	0.78521955
Trouser	Trouser	0.99999905
Ankle boot	Ankle boot	0.99999166
Coat	Coat	0.85657024
Coat	Coat	0.6178518
Shirt	T-shirt/top	0.776377
Sandal	Sandal	0.9999995
Sandal	Sandal	0.9998456
Coat	Coat	0.98885846
Dress	Shirt	0.6103834
Pullover	Pullover	0.99829537
T-shirt/top	T-shirt/top	0.9947872
Trouser	Trouser	0.9999373
Coat	Coat	0.87403876
Ankle boot	Ankle boot	0.99996436
Ankle boot	Ankle boot	0.99975365
Sneaker	Sneaker	0.99950755
Shirt	Shirt	0.8936483
Trouser	Trouser	1.0
Pullover	Pullover	0.9989242
Shirt	T-shirt/top	0.61429656
Shirt	T-shirt/top	0.97870994
Pullover	Pullover	0.8818154
Shirt	Shirt	0.9544489
Pullover	Pullover	0.88546216
Sandal	Sandal	0.9999846
Ankle boot	Ankle boot	0.99997246
Coat	Coat	0.6400268
Bag	Bag	0.99988246
Pullover	Pullover	0.9871011
Shirt	Shirt	0.9824164
Trouser	Trouser	0.9999999
Sandal	Sandal	0.99998856
Ankle boot	Ankle boot	0.99986124
Shirt	Coat	0.8464997
Trouser	Trouser	0.9999999
Bag	Bag	0.99956566
Ankle boot	Ankle boot	0.99996483
Dress	Dress	0.9993104
Trouser	Trouser	0.99999964
Sneaker	Sneaker	0.99774504
Trouser	Trouser	1.0
Trouser	Trouser	0.99997246
Trouser	Trouser	0.9999931
Ankle boot	Ankle boot	0.998621
Trouser	Trouser	1.0
Dress	Dress	0.99976546
Bag	Bag	0.9999418
Ankle boot	Ankle boot	0.99999785
Ankle boot	Ankle boot	0.9999236
Trouser	Trouser	0.9999014
Ankle boot	Ankle boot	0.9992741
Shirt	Shirt	0.99176943
T-shirt/top	T-shirt/top	0.9978446
Sandal	Sandal	0.89288634
Bag	Bag	0.9999864
Sandal	Sandal	0.9999783
Sandal	Sandal	0.991351
Sandal	Ankle boot	0.653308
Dress	Dress	0.9881186
Bag	Bag	0.99998295
Ankle boot	Ankle boot	0.99982965
T-shirt/top	T-shirt/top	0.74364567
Sneaker	Sneaker	0.98971295
Bag	Bag	0.9565281
Pullover	Pullover	0.98831487
Ankle boot	Ankle boot	0.9968827
Pullover	Pullover	0.99977463
T-shirt/top	T-shirt/top	0.9433473
Trouser	Trouser	0.99999845
Sandal	Sandal	0.9999131
T-shirt/top	T-shirt/top	0.99973506
Sneaker	Sneaker	0.9995981
Bag	Bag	0.9916578
T-shirt/top	Shirt	0.7808385
T-shirt/top	T-shirt/top	0.9992756
Ankle boot	Ankle boot	0.99935144
Trouser	Trouser	0.9999999
Trouser	Trouser	1.0
Bag	Bag	0.998139
Pullover	Pullover	0.99997854
Bag	Bag	0.9999889
Sneaker	Ankle boot	0.95135266
Pullover	Pullover	0.9967347
T-shirt/top	T-shirt/top	0.8126455
Sneaker	Sandal	0.71656543
Pullover	Pullover	0.98733634
T-shirt/top	T-shirt/top	0.98647356
T-shirt/top	T-shirt/top	0.99995005
Sandal	Sandal	0.9999963
Trouser	Trouser	0.99999976
T-shirt/top	Shirt	0.6997114
Bag	Bag	0.9996087
Shirt	Pullover	0.6768591
Dress	Dress	0.87519187
Sneaker	Ankle boot	0.9583338
Pullover	Pullover	0.9354304
Trouser	Trouser	0.9987515
Ankle boot	Ankle boot	0.9999964
Sneaker	Sneaker	0.9997851
Coat	Shirt	0.47012886
Trouser	Trouser	0.9999999
Dress	Dress	0.99963605
Ankle boot	Ankle boot	0.99740857
Pullover	Pullover	0.985435
Coat	Coat	0.9852539
T-shirt/top	T-shirt/top	0.99996996
Dress	Dress	0.9910062
Sneaker	Sneaker	0.995436
Sandal	Sandal	0.99458355
Trouser	Trouser	0.9999993
Trouser	Trouser	1.0
Ankle boot	Ankle boot	0.99947137
Sandal	Sandal	0.9999795
Trouser	Trouser	0.89795774
Sandal	Sandal	0.99999964
Coat	Coat	0.99236345
Shirt	Shirt	0.89828676
Shirt	Shirt	0.88081145
Trouser	Trouser	0.9999999
Sandal	Sandal	0.99924195
Pullover	Pullover	0.9993098
Trouser	Trouser	0.99991834
